Season,season_id,Team,team_id,Player,player_id,AB,GDP,DP_Rate,stats_url
ALPB- 2019,34130,High Point Rockers,163529,"Alfonzo, G",1110633,367,8,0.0218,https://baseball.pointstreak.com/team_stats.html?teamid=163529&seasonid=34130
ALPB - 2011,540,Camden Riversharks,3610,"x Feliz, P",133765,275,6,0.0218,https://baseball.pointstreak.com/team_stats.html?teamid=3610&seasonid=540
ALPB- 2023,34162,Long Island Ducks,3609,"Travis, S",1750668,456,10,0.0219,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34162
ALPB- 2018,31284,Sugar Land Skeeters,34136,"Norris, D",1252178,410,9,0.022,https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=31284
ALPB- 2023,34162,Southern Maryland Blue Crabs,3608,"Crosby, A",1750077,362,8,0.0221,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34162
ALPB- 2019,34130,Lancaster Barnstormers,3613,"Shank, Z",1750308,226,5,0.0221,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=34130
ALPB- 2017,30757,Somerset Patriots,3604,"Donachie, A",1091591,226,5,0.0221,https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=30757
ALPB- 2014,28163,Bridgeport Bluefish,3611,"Burroughs, S",593795,270,6,0.0222,https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=28163
ALPB- 2016,30100,Lancaster Barnstormers,3613,"Gindl, C",956608,539,12,0.0223,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=30100
ALPB- 2022,34154,Long Island Ducks,3609,"Romero, D",1234788,404,9,0.0223,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34154
ALPB- 2012,12585,York Revolution,3614,"x Castro, R",49822,403,9,0.0223,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=12585
ALPB- 2023,34162,Gastonia Honey Hunters,163528,"Curbelo, L",1751169,359,8,0.0223,https://baseball.pointstreak.com/team_stats.html?teamid=163528&seasonid=34162
ALPB- 2015,29210,Camden Riversharks,3610,"MacPhee, Z",605204,224,5,0.0223,https://baseball.pointstreak.com/team_stats.html?teamid=3610&seasonid=29210
ALPB- 2015,29210,Long Island Ducks,3609,"Puckett, C",604340,535,12,0.0224,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=29210
ALPB - 2010,249,Bridgeport Bluefish,3611,"Moss, S",45553,446,10,0.0224,https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=249
ALPB- 2017,30757,Somerset Patriots,3604,"Roller, K",1019892,313,7,0.0224,https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=30757
ALPB- 2014,28163,Lancaster Barnstormers,3613,"Carroll, B",674928,268,6,0.0224,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=28163
ALPB- 2015,29210,Bridgeport Bluefish,3611,"Batista, W",825977,223,5,0.0224,https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=29210
ALPB- 2014,28163,Lancaster Barnstormers,3613,"x Francisco, B",649033,223,5,0.0224,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=28163
ALPB- 2017,30757,Bridgeport Bluefish,3611,"x Abreu, T",1090716,356,8,0.0225,https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=30757
ALPB - 2010,249,Newark Bears,3612,"Cooper, J",46321,311,7,0.0225,https://baseball.pointstreak.com/team_stats.html?teamid=3612&seasonid=249
ALPB- 2013,21966,Camden Riversharks,3610,"Gomez, Y",442791,443,10,0.0226,https://baseball.pointstreak.com/team_stats.html?teamid=3610&seasonid=21966
ALPB- 2024,33927,Southern Maryland Blue Crabs,3608,"Hill, A",1697260,398,9,0.0226,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=33927
ALPB- 2012,12585,Lancaster Barnstormers,3613,"Harvey, R",290238,398,9,0.0226,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=12585
ALPB- 2015,29210,Lancaster Barnstormers,3613,"Matthes, K",940017,266,6,0.0226,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=29210
ALPB - 2011,540,Road Warriors,12699,"Mooney, M",139897,266,6,0.0226,https://baseball.pointstreak.com/team_stats.html?teamid=12699&seasonid=540
ALPB- 2016,30100,Bridgeport Bluefish,3611,"Vitters, J",1250579,265,6,0.0226,https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=30100
ALPB - 2011,540,Somerset Patriots,3604,"Hopper, N",134935,265,6,0.0226,https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=540
ALPB- 2025,34102,Lexington Legends,163530,"Gonzalez, P",1756718,221,5,0.0226,https://baseball.pointstreak.com/team_stats.html?teamid=163530&seasonid=34102
ALPB- 2013,21966,Long Island Ducks,3609,"Phillips, P",457629,221,5,0.0226,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=21966
ALPB- 2016,30100,Southern Maryland Blue Crabs,3608,"Wilson, Z",1297419,485,11,0.0227,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=30100
ALPB- 2025,34102,Charleston Dirty Birds,163527,"Nelson, J",1750017,397,9,0.0227,https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34102
ALPB - 2010,249,Southern Maryland Blue Crabs,3608,"Hill, J",45508,309,7,0.0227,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=249
ALPB- 2019,34130,York Revolution,3614,"Dent, R",989814,308,7,0.0227,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34130
ALPB- 2018,31284,Somerset Patriots,3604,"Trapp, J",794965,308,7,0.0227,https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=31284
ALPB- 2019,34130,Lancaster Barnstormers,3613,"Gamache, D",1750030,264,6,0.0227,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=34130
ALPB- 2016,30100,New Britain Bees,107693,"x Jones, J",953476,264,6,0.0227,https://baseball.pointstreak.com/team_stats.html?teamid=107693&seasonid=30100
ALPB- 2022,34154,Kentucky Wild Health Genomes,165440,"Mehlbauer, C",1747324,220,5,0.0227,https://baseball.pointstreak.com/team_stats.html?teamid=165440&seasonid=34154
ALPB- 2025,34102,Staten Island Ferry Hawks,163526,"x Takacs, A",1747319,220,5,0.0227,https://baseball.pointstreak.com/team_stats.html?teamid=163526&seasonid=34102
ALPB- 2015,29210,Camden Riversharks,3610,"Rockett, M",791593,527,12,0.0228,https://baseball.pointstreak.com/team_stats.html?teamid=3610&seasonid=29210
ALPB- 2022,34154,York Revolution,3614,"Encarnacion, J",1750426,394,9,0.0228,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34154
ALPB- 2022,34154,Southern Maryland Blue Crabs,3608,"Harris, D",1750395,351,8,0.0228,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34154
ALPB- 2014,28163,Camden Riversharks,3610,"Pounds, B",792957,480,11,0.0229,https://baseball.pointstreak.com/team_stats.html?teamid=3610&seasonid=28163
ALPB- 2018,31284,Southern Maryland Blue Crabs,3608,"Rodriguez, D",1129590,437,10,0.0229,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=31284
ALPB - 2011,540,Southern Maryland Blue Crabs,3608,"Harrison, B",125436,393,9,0.0229,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=540
ALPB- 2023,34162,Lancaster Barnstormers,3613,"Sandoval, A",1745309,350,8,0.0229,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=34162
ALPB- 2021,34146,Southern Maryland Blue Crabs,3608,"Silva, R",962752,306,7,0.0229,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34146
ALPB- 2015,29210,Lancaster Barnstormers,3613,"Feliz, A",817772,306,7,0.0229,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=29210
ALPB- 2024,33927,Charleston Dirty Birds,163527,"x Deshields, D",1696570,262,6,0.0229,https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=33927
ALPB- 2022,34154,York Revolution,3614,"Stokes, T",1750727,435,10,0.023,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34154
ALPB- 2013,21966,Sugar Land Skeeters,34136,"x Mitchell, R",457548,261,6,0.023,https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=21966
ALPB- 2012,12585,Lancaster Barnstormers,3613,"Hernandez, F",290230,217,5,0.023,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=12585
ALPB - 2010,249,Bridgeport Bluefish,3611,"Phelps, J",46068,390,9,0.0231,https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=249
ALPB - 2011,540,Road Warriors,12699,"Cabral, M",127871,389,9,0.0231,https://baseball.pointstreak.com/team_stats.html?teamid=12699&seasonid=540
ALPB- 2014,28163,Southern Maryland Blue Crabs,3608,"Chavez, A",652490,260,6,0.0231,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=28163
ALPB- 2023,34162,Long Island Ducks,3609,"Bell, B",1750646,302,7,0.0232,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34162
ALPB- 2025,34102,Gastonia Ghost Peppers,163528,"Skender, E",1748837,259,6,0.0232,https://baseball.pointstreak.com/team_stats.html?teamid=163528&seasonid=34102
ALPB- 2024,33927,Staten Island Ferry Hawks,163526,"Castro, L",1703076,343,8,0.0233,https://baseball.pointstreak.com/team_stats.html?teamid=163526&seasonid=33927
ALPB- 2012,12585,Sugar Land Skeeters,34136,"Hagen, M",309415,258,6,0.0233,https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=12585
ALPB- 2015,29210,Southern Maryland Blue Crabs,3608,"x Ward, D",874933,215,5,0.0233,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=29210
ALPB- 2012,12585,York Revolution,3614,"Perez, A",288351,512,12,0.0234,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=12585
ALPB- 2023,34162,York Revolution,3614,"Mendoza, A",1751066,428,10,0.0234,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34162
ALPB- 2016,30100,Somerset Patriots,3604,"Kelly, S",609388,385,9,0.0234,https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=30100
ALPB - 2011,540,Camden Riversharks,3610,"Francia, J",45567,384,9,0.0234,https://baseball.pointstreak.com/team_stats.html?teamid=3610&seasonid=540
ALPB- 2023,34162,York Revolution,3614,"Martin, D",1751055,425,10,0.0235,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34162
ALPB - 2011,540,Southern Maryland Blue Crabs,3608,"Godwin, A",128910,298,7,0.0235,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=540
ALPB- 2014,28163,Bridgeport Bluefish,3611,"Redman, P",128333,508,12,0.0236,https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=28163
ALPB - 2010,249,Camden Riversharks,3610,"x Guzman, G",45795,424,10,0.0236,https://baseball.pointstreak.com/team_stats.html?teamid=3610&seasonid=249
ALPB- 2018,31284,York Revolution,3614,"Casilla, A",1135513,423,10,0.0236,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=31284
ALPB- 2015,29210,Long Island Ducks,3609,"Ford, L",127677,297,7,0.0236,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=29210
ALPB- 2015,29210,Long Island Ducks,3609,"x Redman, P",128333,212,5,0.0236,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=29210
ALPB- 2015,29210,Somerset Patriots,3604,"Burgess, M",1003699,338,8,0.0237,https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=29210
ALPB - 2010,249,Long Island Ducks,3609,"x Navarrete, R",45575,338,8,0.0237,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=249
ALPB- 2023,34162,Lancaster Barnstormers,3613,"Carpenter, J",1745482,337,8,0.0237,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=34162
ALPB- 2014,28163,Lancaster Barnstormers,3613,"Jacobo, G",670397,295,7,0.0237,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=28163
ALPB- 2022,34154,Gastonia Honey Hunters,163528,"Tapia, E",1750590,253,6,0.0237,https://baseball.pointstreak.com/team_stats.html?teamid=163528&seasonid=34154
ALPB - 2011,540,York Revolution,3614,"Martinez, O",128769,253,6,0.0237,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=540
ALPB- 2023,34162,Gastonia Honey Hunters,163528,"Manea, S",1751166,336,8,0.0238,https://baseball.pointstreak.com/team_stats.html?teamid=163528&seasonid=34162
ALPB- 2019,34130,Southern Maryland Blue Crabs,3608,"Vaughn, C",957751,418,10,0.0239,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34130
ALPB- 2022,34154,Kentucky Wild Health Genomes,165440,"Pie, F",1750809,335,8,0.0239,https://baseball.pointstreak.com/team_stats.html?teamid=165440&seasonid=34154
ALPB- 2025,34102,Lancaster Stormers,3613,"Amaral, D",1758004,209,5,0.0239,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=34102
ALPB- 2012,12585,Long Island Ducks,3609,"Binick, K",127675,458,11,0.024,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=12585
ALPB- 2014,28163,Somerset Patriots,3604,"Tucker, J",289089,416,10,0.024,https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=28163
ALPB- 2022,34154,Lexington Legends,163530,"Ervin, P",1750772,375,9,0.024,https://baseball.pointstreak.com/team_stats.html?teamid=163530&seasonid=34154
ALPB- 2021,34146,Charleston Dirty Birds,163527,"Callaspo, A",1107109,334,8,0.024,https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146
ALPB- 2012,12585,Long Island Ducks,3609,"Sing, B",275657,457,11,0.0241,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=12585
ALPB- 2019,34130,York Revolution,3614,"Trapp, J",794965,415,10,0.0241,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34130
ALPB- 2021,34146,Lancaster Barnstormers,3613,"Mercedes, M",1750306,249,6,0.0241,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=34146
ALPB- 2017,30757,New Britain Bees,107693,"Baca, M",1433243,289,7,0.0242,https://baseball.pointstreak.com/team_stats.html?teamid=107693&seasonid=30757
ALPB- 2017,30757,Lancaster Barnstormers,3613,"x Noel, R",1097506,207,5,0.0242,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=30757
ALPB- 2023,34162,Gastonia Honey Hunters,163528,"Jarrett, Z",1750944,452,11,0.0243,https://baseball.pointstreak.com/team_stats.html?teamid=163528&seasonid=34162
ALPB- 2016,30100,New Britain Bees,107693,"Griffin, J",1278868,452,11,0.0243,https://baseball.pointstreak.com/team_stats.html?teamid=107693&seasonid=30100
ALPB- 2012,12585,Camden Riversharks,3610,"Doetsch, S",289439,371,9,0.0243,https://baseball.pointstreak.com/team_stats.html?teamid=3610&seasonid=12585
ALPB- 2019,34130,New Britain Bees,107693,"Rademacher, B",1750215,329,8,0.0243,https://baseball.pointstreak.com/team_stats.html?teamid=107693&seasonid=34130
ALPB- 2025,34102,Southern Maryland Blue Crabs,3608,"Barrera, B",1743142,329,8,0.0243,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34102
ALPB- 2016,30100,Sugar Land Skeeters,34136,"Palmeiro, P",1100762,247,6,0.0243,https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=30100
ALPB - 2011,540,Lancaster Barnstormers,3613,"x Holt, J",128908,247,6,0.0243,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=540
ALPB- 2018,31284,York Revolution,3614,"Cruz, L",1129334,206,5,0.0243,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=31284
ALPB- 2016,30100,Sugar Land Skeeters,34136,"Dominguez, J",860715,492,12,0.0244,https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=30100
ALPB- 2015,29210,Long Island Ducks,3609,"Cleary Jr., D",807269,451,11,0.0244,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=29210
ALPB- 2015,29210,Sugar Land Skeeters,34136,"Palmeiro, P",1100762,450,11,0.0244,https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=29210
ALPB- 2024,33927,Lancaster Stormers,3613,"Loehr, T",1695447,410,10,0.0244,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=33927
ALPB- 2013,21966,York Revolution,3614,"x Marte, A",429066,369,9,0.0244,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=21966
ALPB- 2024,33927,Hagerstown Flying Boxcars,163525,"Gregorio, O",1695969,246,6,0.0244,https://baseball.pointstreak.com/team_stats.html?teamid=163525&seasonid=33927
ALPB- 2022,34154,High Point Rockers,163529,"Aklinski, B",1750098,448,11,0.0246,https://baseball.pointstreak.com/team_stats.html?teamid=163529&seasonid=34154
ALPB- 2019,34130,New Britain Bees,107693,"Galvez, J",827601,447,11,0.0246,https://baseball.pointstreak.com/team_stats.html?teamid=107693&seasonid=34130
ALPB- 2018,31284,Road Warriors,133094,"Fernandez, J",1343633,407,10,0.0246,https://baseball.pointstreak.com/team_stats.html?teamid=133094&seasonid=31284
ALPB- 2013,21966,Camden Riversharks,3610,"Jimenez, D",475856,285,7,0.0246,https://baseball.pointstreak.com/team_stats.html?teamid=3610&seasonid=21966
ALPB- 2022,34154,Staten Island Ferry Hawks,163526,"Reyes, A",1701552,284,7,0.0246,https://baseball.pointstreak.com/team_stats.html?teamid=163526&seasonid=34154
ALPB- 2021,34146,York Revolution,3614,"Encarnacion, J",1750426,244,6,0.0246,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146
ALPB- 2018,31284,Lancaster Barnstormers,3613,"Casteel, R",1226940,365,9,0.0247,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=31284
ALPB- 2018,31284,York Revolution,3614,"Dent, R",989814,365,9,0.0247,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=31284
ALPB- 2024,33927,High Point Rockers,163529,"Burt, D",1696996,364,9,0.0247,https://baseball.pointstreak.com/team_stats.html?teamid=163529&seasonid=33927
ALPB- 2021,34146,Long Island Ducks,3609,"Sánchez, H",1749710,283,7,0.0247,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34146
ALPB- 2013,21966,Camden Riversharks,3610,"x Martinez, J",385859,283,7,0.0247,https://baseball.pointstreak.com/team_stats.html?teamid=3610&seasonid=21966
ALPB- 2019,34130,Sugar Land Skeeters,34136,"Phipps, D",1490308,443,11,0.0248,https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=34130
ALPB- 2023,34162,York Revolution,3614,"Rodriguez, N",1750414,403,10,0.0248,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34162
ALPB- 2024,33927,York Revolution,3614,"Reyes, A",1701552,363,9,0.0248,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=33927
ALPB- 2016,30100,Sugar Land Skeeters,34136,"Weems, B",776578,323,8,0.0248,https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=30100
ALPB- 2025,34102,Lancaster Stormers,3613,"Isola, A",1747893,322,8,0.0248,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=34102
ALPB- 2019,34130,Lancaster Barnstormers,3613,"Torrence, D",1750292,242,6,0.0248,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=34130
ALPB- 2014,28163,Somerset Patriots,3604,"Donachie, A",289080,242,6,0.0248,https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=28163
ALPB- 2013,21966,York Revolution,3614,"Spencer, M",505684,202,5,0.0248,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=21966
ALPB- 2024,33927,York Revolution,3614,"Martin Jr, R",1695939,402,10,0.0249,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=33927
ALPB- 2017,30757,York Revolution,3614,"Dent, R",989814,402,10,0.0249,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=30757
ALPB - 2011,540,Southern Maryland Blue Crabs,3608,"Lopez, C",125429,361,9,0.0249,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=540
ALPB- 2024,33927,Staten Island Ferry Hawks,163526,"Norman, B",1696401,440,11,0.025,https://baseball.pointstreak.com/team_stats.html?teamid=163526&seasonid=33927
ALPB- 2021,34146,Lexington Legends,163530,"Baldoquin, R",1750096,400,10,0.025,https://baseball.pointstreak.com/team_stats.html?teamid=163530&seasonid=34146
ALPB- 2022,34154,Southern Maryland Blue Crabs,3608,"Baca, M",1716577,398,10,0.0251,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34154
ALPB- 2021,34146,Southern Maryland Blue Crabs,3608,"McAdams, J",1750066,398,10,0.0251,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34146
ALPB - 2011,540,Camden Riversharks,3610,"Yan, R",128475,359,9,0.0251,https://baseball.pointstreak.com/team_stats.html?teamid=3610&seasonid=540
ALPB- 2017,30757,Lancaster Barnstormers,3613,"x Hobson, K",1113281,239,6,0.0251,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=30757
ALPB - 2011,540,York Revolution,3614,"Grimes, S",45506,436,11,0.0252,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=540
ALPB - 2011,540,Camden Riversharks,3610,"Hall, T",128455,318,8,0.0252,https://baseball.pointstreak.com/team_stats.html?teamid=3610&seasonid=540
ALPB- 2019,34130,York Revolution,3614,"Franco, C",1750343,317,8,0.0252,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34130
ALPB- 2017,30757,Lancaster Barnstormers,3613,"Sandford, D",827312,238,6,0.0252,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=30757
ALPB- 2016,30100,New Britain Bees,107693,"x Roof, J",950632,435,11,0.0253,https://baseball.pointstreak.com/team_stats.html?teamid=107693&seasonid=30100
ALPB- 2013,21966,Sugar Land Skeeters,34136,"Gorecki, R",475368,237,6,0.0253,https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=21966
ALPB- 2022,34154,Lexington Legends,163530,"Hawkins, C",1701072,473,12,0.0254,https://baseball.pointstreak.com/team_stats.html?teamid=163530&seasonid=34154
ALPB- 2015,29210,York Revolution,3614,"Patterson, E",434764,472,12,0.0254,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=29210
ALPB- 2015,29210,Sugar Land Skeeters,34136,"Russo, K",782456,394,10,0.0254,https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=29210
ALPB - 2010,249,Lancaster Barnstormers,3613,"Taylor, R",58808,393,10,0.0254,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=249
ALPB - 2010,249,Lancaster Barnstormers,3613,"Nelson, B",45649,549,14,0.0255,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=249
ALPB- 2018,31284,Lancaster Barnstormers,3613,"Robinson, T",1023534,353,9,0.0255,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=31284
ALPB- 2021,34146,Lexington Legends,163530,"Barnum, K",1750477,275,7,0.0255,https://baseball.pointstreak.com/team_stats.html?teamid=163530&seasonid=34146
ALPB- 2019,34130,Long Island Ducks,3609,"Lombardozzi, S",1749711,275,7,0.0255,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34130
ALPB- 2015,29210,Lancaster Barnstormers,3613,"Hughes, L",821377,275,7,0.0255,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=29210
ALPB- 2012,12585,Lancaster Barnstormers,3613,"x Boyer, B",290231,275,7,0.0255,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=12585
ALPB- 2024,33927,Hagerstown Flying Boxcars,163525,"Dotel, W",1697196,429,11,0.0256,https://baseball.pointstreak.com/team_stats.html?teamid=163525&seasonid=33927
ALPB- 2025,34102,York Revolution,3614,"Tostado, F",1749207,352,9,0.0256,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34102
ALPB- 2025,34102,York Revolution,3614,"Lewis, B",1756420,313,8,0.0256,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34102
ALPB- 2018,31284,Long Island Ducks,3609,"Cabrera, R",1263407,313,8,0.0256,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=31284
ALPB- 2018,31284,Long Island Ducks,3609,"x Bonifacio, E",1260687,273,7,0.0256,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=31284
ALPB- 2017,30757,Lancaster Barnstormers,3613,"Milledge, L",1081661,311,8,0.0257,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=30757
ALPB- 2022,34154,Southern Maryland Blue Crabs,3608,"Deluca, J",1750078,272,7,0.0257,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34154
ALPB- 2013,21966,York Revolution,3614,"Paniagua, S",128770,426,11,0.0258,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=21966
ALPB- 2016,30100,Bridgeport Bluefish,3611,"Nunez, L",931383,349,9,0.0258,https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=30100
ALPB- 2025,34102,High Point Rockers,163529,"Brewer, A",1762261,310,8,0.0258,https://baseball.pointstreak.com/team_stats.html?teamid=163529&seasonid=34102
ALPB- 2015,29210,York Revolution,3614,"Ferdinand, N",819443,233,6,0.0258,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=29210
ALPB- 2017,30757,Bridgeport Bluefish,3611,"Hernandez, L",931382,464,12,0.0259,https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=30757
ALPB- 2022,34154,Long Island Ducks,3609,"Frias, V",1084018,425,11,0.0259,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34154
ALPB- 2016,30100,York Revolution,3614,"Pounds, B",792957,424,11,0.0259,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=30100
ALPB- 2021,34146,Charleston Dirty Birds,163527,"Reyes, E",885062,309,8,0.0259,https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146
ALPB- 2022,34154,Lancaster Barnstormers,3613,"Peroni, A",1750453,270,7,0.0259,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=34154
ALPB- 2016,30100,York Revolution,3614,"Tejeda, I",951080,270,7,0.0259,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=30100
ALPB- 2012,12585,Lancaster Barnstormers,3613,"Gailen, B",290236,500,13,0.026,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=12585
ALPB- 2013,21966,Long Island Ducks,3609,"Lyons, D",127728,346,9,0.026,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=21966
ALPB- 2012,12585,Lancaster Barnstormers,3613,"x Tiffee, T",128906,269,7,0.026,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=12585
ALPB- 2012,12585,Southern Maryland Blue Crabs,3608,"x Figueroa, P",289524,269,7,0.026,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=12585
ALPB - 2011,540,Bridgeport Bluefish,3611,"Rodriguez, L",45549,307,8,0.0261,https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=540
